SYMBOL,SECURITY,BMK WT,LDR,RTG,C,Q,V,E,M,G,VOL,ETMO,MC,FLT,ADTV,DAYS HELD,YTD PERF,P/E FY2,ROE,ANALYST,IM HOLD,
SKG ID,Smurfit Kappa Group Plc,0.04,Yes,O,16,26,19,63,29,52,23,,"7,078","7,007",21.73,0,33.9,11.1,,William DeAllaume,,
SOLB BB,Solvay Sa,0.06,,N,19,43,35,27,9,61,44,,"15,455","10,709",54.45,0,25.0,14.1,,William DeAllaume,,
4063 JP,Shin-Etsu Chemical Co Ltd,0.22,Yes,O,19,18,69,18,24,38,34,,"37,770","36,359",100.37,0,17.2,17.4,,William DeAllaume,,
UPM FH,Upm-Kymmene Oyj,0.09,,N,19,35,22,54,19,69,63,,"14,384","13,594",61.31,0,17.2,13.7,,William DeAllaume,,
4217 JP,Hitachi Chemical Co Ltd,0.02,Yes,O,20,35,31,38,29,48,35,,"5,733","2,719",17.59,0,15.6,12.5,,William DeAllaume,,
BAS GR,Basf Se,0.55,Yes,O,22,25,41,35,56,67,24,,"89,345","89,387",445.25,0,3.8,14.0,,William DeAllaume,,
JMAT LN,Johnson Matthey Plc,0.04,Yes,O,23,28,25,37,92,84,11,,"6,993","6,990",46.47,0,-4.9,12.3,,William DeAllaume,,
RIO AU,Rio Tinto Ltd,0.13,Yes,N,24,24,25,67,59,88,73,,"84,787","21,738",123.99,0,22.8,14.6,,William DeAllaume,,
3401 JP,Teijin Ltd,0.02,,,25,64,15,15,61,87,52,,"3,947","3,729",32.91,0,-0.6,10.1,,,,
SIK VX,Sika Ag-Br,0.09,,,25,10,79,34,4,36,5,,"17,410","14,933",71.05,0,44.8,23.8,,,,
EMSN SW,Ems-Chemie Holding Ag-Reg,0.03,,,25,3,90,9,9,70,37,,"16,435","4,976",14.48,0,36.0,32.0,,,,
AAL LN,Anglo American Plc,0.12,,,26,59,13,26,66,95,77,,"21,892","21,881",,,13.9,10.5,,,,
BILL SS,Billerudkorsnas Ab,0.02,Yes,N,28,23,22,74,83,64,41,,"3,249","2,567",14.71,0,-1.3,12.4,,William DeAllaume,,
AMC AU,Amcor Limited,0.09,,NO,29,12,63,33,62,72,16,,"14,596","14,393",46.76,0,15.8,17.5,,William DeAllaume,,
NK FP,Imerys Sa,0.02,,NO,29,31,37,72,14,68,18,,"6,983","2,791",15.05,0,16.3,12.9,,William DeAllaume,,
BOL SS,Boliden Ab,0.06,Yes,O,30,23,42,67,46,55,70,,"9,292","9,007",86.56,0,22.4,12.7,,William DeAllaume,,
5233 JP,Taiheiyo Cement Corp,0.03,,,31,38,29,60,41,82,54,,"4,734","4,496",33.16,0,16.5,11.5,,,,
5463 JP,Maruichi Steel Tube Ltd,0.01,,,32,47,33,18,78,86,40,,"2,746","1,702",6.83,0,-4.2,17.2,,,,
VOE AV,Voestalpine Ag,0.04,,,32,66,51,5,21,51,59,,"8,897","5,596",17.71,0,32.3,11.4,,,,
HPOLB SS,Hexpol Ab,0.02,Yes,N,32,10,59,59,35,68,12,,"3,415","2,384",10.90,0,14.9,17.7,,William DeAllaume,,
5406 JP,Kobe Steel Ltd,0.02,,,33,75,29,6,42,77,78,,"4,397","3,913",40.88,0,19.4,10.7,,,,
3861 JP,Oji Holdings Corp,0.03,,,33,50,21,72,13,60,29,,"5,386","4,780",14.06,0,24.8,13.5,,,,
5711 JP,Mitsubishi Materials Corp,0.03,,,34,61,29,15,60,55,61,,"4,588","4,058",23.67,0,9.6,12.8,,,,
BLD AU,Boral Ltd,0.04,,N,34,51,36,24,53,65,46,,"6,415","6,363",23.97,0,44.9,18.0,,William DeAllaume,,
5486 JP,Hitachi Metals Ltd,0.02,,,35,41,46,35,41,65,47,,"5,707","2,655",17.19,0,4.2,10.8,,,,
FPE3 GR,Fuchs Petrolub Se Non-Vtg Prf Npv,0.02,Yes,O,35,3,88,28,12,83,4,,"7,349","3,899",13.39,0,42.7,23.0,,Anil Daka,,
FPE GR,Fuchs Petrolub Se,0.01,Yes,O,35,3,88,28,12,83,4,,"7,349","1,586",13.39,0,42.7,23.0,,Anil Daka,,
SCAB SS,Svenska Cellulosa Ab Sca-B,0.03,,N,35,38,12,98,13,77,69,,"5,951","5,007",74.41,0,44.4,26.9,,Vivian Lin Thurston,,
SCAA SS,Svenska Cellulosa Ab-A Shs,0.00,,N,35,38,12,98,13,77,69,,"5,951",228,74.41,0,44.4,26.9,,Vivian Lin Thurston,,
5401 JP,Nippon Steel & Sumitomo Meta,0.12,,,36,66,33,12,53,43,76,,"22,834","19,356",81.13,0,7.9,9.8,,,,
4021 JP,Nissan Chemical Industries,0.03,Yes,O,36,10,77,28,62,59,6,,"5,025","4,183",19.74,0,-0.2,19.5,,William DeAllaume,,
ORI AU,Orica Ltd,0.04,,,38,30,58,51,35,89,17,,"5,937","5,893",18.98,0,24.3,18.4,,,,
ABC AU,Adelaide Brighton Ltd,0.01,,,38,17,67,51,55,80,1,,"3,030","1,869",11.30,0,19.0,18.3,,,,
ICL IT,Israel Chemicals Ltd,0.01,,N,38,26,48,67,55,97,65,,"5,548","2,226",5.61,0,18.7,12.1,,William DeAllaume,,
MT NA,Arcelormittal,0.10,,NO,40,93,10,5,52,71,90,,"26,780","16,367",335.29,0,16.5,9.2,,William DeAllaume,,
AKZA NA,Akzo Nobel,0.14,,N,42,28,54,78,20,87,43,,"23,539","22,242",141.18,0,45.1,17.0,,William DeAllaume,,
TECK/B CN,Teck Resources Ltd-Cls B,0.07,,N,42,56,18,52,80,74,80,,"14,081","13,844",78.88,0,-8.9,10.8,,William DeAllaume,,
EVK GR,Evonik Industries Ag,0.03,Yes,O,42,46,31,57,58,82,31,,"15,345","4,851",50.59,0,17.4,12.9,,William DeAllaume,,
ANTO LN,Antofagasta Plc,0.03,,N,42,44,68,22,29,49,80,,"12,564","4,407",54.17,0,49.8,22.2,,William DeAllaume,,
CRH ID,Crh Plc,0.18,Yes,O,43,32,42,73,54,40,39,,"28,735","28,720",59.40,0,1.9,14.4,,William DeAllaume,,
4088 JP,Air Water Inc,0.02,,N,43,34,38,77,48,46,2,,"3,734","2,905",7.59,0,7.7,14.1,,William DeAllaume,,
K CN,Kinross Gold Corp,0.03,,,44,64,41,12,74,92,96,,"5,270","5,256",29.77,0,15.7,35.6,,,,
CRDA LN,Croda International Plc,0.04,Yes,O,44,4,84,42,39,70,16,,"6,514","6,497",32.36,0,23.9,21.1,,William DeAllaume,,
5411 JP,Jfe Holdings Inc,0.06,,,45,84,35,4,39,53,83,,"12,132","10,145",72.07,0,26.3,9.5,,,,
SJ CN,Stella-Jones Inc,0.01,,,46,39,68,21,73,44,30,,"2,519","1,540",4.62,0,-6.5,18.3,,,,
4118 JP,Kaneka Corp,0.01,,,46,55,24,59,67,73,44,,"2,706","2,365",8.74,0,-0.9,11.4,,,,
AI FP,Air Liquide Sa,0.29,,N,46,25,76,63,22,73,5,,"47,566","47,368",154.23,0,13.3,17.8,,William DeAllaume,,
RRS LN,Randgold Resources Ltd,0.06,,,47,21,81,41,69,46,61,,"9,099","8,698",51.84,0,18.0,25.2,,,,
HOLMB SS,Holmen Ab-B Shares,0.01,,,48,55,68,32,7,70,32,,"3,823","2,152",4.48,0,30.5,17.2,,,,
NHY NO,Norsk Hydro Asa,0.06,,,49,52,52,51,25,23,90,,"14,214","8,206",62.20,0,38.5,13.5,,,,
LIN GR,Linde Ag,0.23,,,50,29,71,69,27,68,19,,"36,420","35,331",155.15,0,17.9,20.0,,,,
LUN CN,Lundin Mining Corp,0.03,Yes,O,51,60,57,24,47,14,91,,"5,443","5,414",33.69,0,26.6,22.7,,William DeAllaume,,
AGU CN,Agrium Inc,0.08,,N,52,45,42,57,78,65,36,,"13,328","13,315",41.73,0,-13.3,16.8,,William DeAllaume,,
DSM NA,Koninklijke Dsm Nv,0.08,,,53,68,32,50,37,42,35,,"13,871","13,338",89.07,0,23.4,15.6,,,,
WCH GR,Wacker Chemie Ag,0.01,,NO,53,51,41,63,51,31,81,,"6,550","2,134",22.99,0,16.7,21.5,,William DeAllaume,,
ESNT LN,Essentra Plc,0.01,,N,53,45,52,64,44,89,52,,"1,807","1,800",6.38,0,28.3,18.8,,William DeAllaume,,
GIVN VX,Givaudan-Reg,0.12,,N,54,12,78,73,52,78,26,,"18,689","15,774",108.17,0,10.9,23.8,,William DeAllaume,,
LHN VX,Lafargeholcim Ltd-Reg,0.18,,N,54,69,42,40,32,43,52,,"36,544","27,102",194.69,0,16.6,14.6,,William DeAllaume,,
CLN VX,Clariant Ag-Reg,0.04,Yes,O,56,58,58,64,8,62,40,,"7,813","6,461",160.03,0,37.7,16.9,,William DeAllaume,,
4091 JP,Taiyo Nippon Sanso Corp,0.01,,,57,57,43,60,54,49,14,,"5,084","1,872",9.61,0,1.2,13.9,,,,
MX CN,Methanex Corp,0.03,,,57,45,38,81,65,46,87,,"3,931","3,898",19.85,0,-10.6,13.5,,,,
VCT FP,Vicat,0.01,,,58,65,27,80,33,59,43,,"3,053","1,278",2.42,0,24.3,14.6,,,,
4114 JP,Nippon Shokubai Co Ltd,0.01,,,58,60,37,62,61,71,61,,"2,776","1,997",10.97,0,5.1,13.0,,,,
GLEN LN,Glencore Plc,0.32,Yes,O,58,73,34,48,41,31,82,,"65,034","55,459",260.89,0,28.0,14.3,,William DeAllaume,,
SSABB SS,Ssab Ab - B Shares,0.01,,,59,89,43,8,27,9,93,,"4,398","1,821",29.79,0,34.2,15.8,,,,
SSABA SS,Ssab Ab-A Shares,0.01,,,59,89,43,8,27,9,93,,"4,398",853,29.79,0,34.2,15.8,,,,
BEKB BB,Bekaert Nv,0.01,,N,60,59,32,88,25,46,66,,"2,888","1,614",9.93,0,25.0,12.1,,Taylor Cope,,
CHR DC,Chr Hansen Holding A/s,0.04,Yes,N,61,6,97,54,20,34,4,,"10,880","8,013",25.18,0,43.6,38.3,,William DeAllaume,,
ABX CN,Barrick Gold Corp,0.12,,,62,56,67,25,84,99,82,,"19,814","19,764",77.87,0,-9.4,22.3,,,,
5901 JP,Toyo Seikan Group Holdings L,0.02,,,62,72,12,82,82,38,67,,"3,623","2,730",10.29,0,-13.1,23.6,,,,
3402 JP,Toray Industries Inc,0.09,,N,62,54,53,59,66,66,42,,"15,329","13,984",44.16,0,11.6,14.7,,William DeAllaume,,
ILU AU,Iluka Resources Ltd,0.02,,,63,21,94,59,40,41,94,,"3,131","3,108",24.45,0,36.4,19.3,,,,
NZYMB DC,Novozymes A/s-B Shares,0.07,Yes,O,63,2,92,66,47,69,3,,"15,033","10,554",35.29,0,35.3,28.0,,William DeAllaume,,
UMI BB,Umicore,0.04,,N,63,62,78,25,33,53,38,,"8,249","6,751",43.45,0,37.9,22.3,,William DeAllaume,,
BLT LN,Bhp Billiton Plc,0.23,Yes,O,64,36,44,96,65,92,75,Yes,"104,201","38,103",256.52,0,13.8,15.5,,William DeAllaume,,
JHX AU,James Hardie Industries-Cdi,0.04,Yes,N,64,10,81,80,81,61,44,Yes,"6,256","6,256",25.96,0,-0.5,19.9,,William DeAllaume,,
HUH1V FH,Huhtamaki Oyj,0.02,,O,65,36,56,87,77,61,32,,"4,193","3,403",19.28,0,7.1,15.4,,William DeAllaume,,
RPC LN,Rpc Group Plc,0.03,,NO,66,76,48,27,79,43,31,,"4,767","4,757",48.71,0,-3.9,12.1,,William DeAllaume,,
SZG GR,Salzgitter Ag,0.01,,,67,87,50,19,37,16,91,,"2,641","1,677",12.90,0,27.0,12.6,,,,
NCM AU,Newcrest Mining Ltd,0.08,,,69,44,69,65,84,49,75,Yes,"13,199","13,177",57.41,0,8.4,20.1,,,,
OUT1V FH,Outokumpu Oyj,0.02,,,69,90,15,60,61,10,94,,"4,159","2,852",43.82,0,-6.4,11.4,,,,
FBU NZ,Fletcher Building Ltd,0.03,,N,69,63,39,56,97,72,37,,"4,243","4,169",15.01,0,-16.6,12.9,,William DeAllaume,,
FRUT IT,Frutarom,0.02,Yes,N,69,41,95,41,18,9,12,,"4,484","2,747",7.90,0,41.8,26.2,,William DeAllaume,,
S32 AU,South32 Ltd,0.08,,,70,54,44,91,59,100,89,Yes,"11,908","11,758",0.58,0,17.1,13.4,,,,
BHP AU,Bhp Billiton Limited,0.41,,,70,34,61,95,68,94,75,Yes,"104,133","65,257",94.59,0,17.5,18.0,,,,
CCL/B CN,Ccl Industries Inc - Cl B,0.04,Yes,N,71,33,92,74,31,34,25,,"8,200","6,667",37.26,0,4.8,19.4,,William DeAllaume,,
AWC AU,Alumina Ltd,0.02,,,72,75,59,45,51,37,92,,"4,616","3,977",21.04,0,18.1,16.5,,,,
HEI GR,Heidelbergcement Ag,0.09,,N,72,67,37,88,60,23,35,Yes,"18,761","13,998",123.72,0,7.4,11.0,,William DeAllaume,,
LXS GR,Lanxess Ag,0.04,,,74,70,58,73,37,28,71,,"6,953","6,953",51.44,0,18.6,15.0,,,,
4612 JP,Nippon Paint Holdings Co Ltd,0.03,,N,74,44,86,81,25,40,35,,"11,564","6,191",23.78,0,39.4,29.6,,William DeAllaume,,
ACX SM,Acerinox Sa,0.01,,,76,71,36,91,65,12,87,Yes,"3,769","2,354",19.93,0,1.5,14.5,,,,
POT CN,Potash Corp Of Saskatchewan,0.09,,N,76,45,81,74,79,99,66,Yes,"14,436","14,389",46.61,0,-14.1,24.8,,William DeAllaume,,
4613 JP,Kansai Paint Co Ltd,0.03,,N,78,60,95,35,31,66,17,,"6,896","5,474",17.75,0,24.8,23.2,,William DeAllaume,,
YAR NO,Yara International Asa,0.04,,NO,78,65,52,93,57,52,69,Yes,"11,002","6,333",40.44,0,4.0,13.3,,Quant Intl,,
IPL AU,Incitec Pivot Ltd,0.03,,,80,69,59,83,71,56,64,Yes,"4,516","4,498",18.60,0,-0.2,14.7,,,,
BZU IM,Buzzi Unicem Spa,0.01,,,80,63,64,94,46,20,54,Yes,"4,517","1,716",16.98,0,5.7,12.6,,,,
BZUR IM,Buzzi Unicem Spa-Rsp,0.00,,,80,63,64,94,46,20,54,Yes,"4,517",557,16.98,0,5.7,12.6,,,,
TKA GR,Thyssenkrupp Ag,0.08,,,80,88,76,28,35,43,85,,"16,767","12,905",73.17,0,25.8,14.5,,,,
5713 JP,Sumitomo Metal Mining Co Ltd,0.05,,,81,85,80,28,53,64,76,,"10,041","8,170",64.47,0,14.7,12.6,,,,
SY1 GR,Symrise Ag,0.05,,N,81,41,92,87,56,51,14,,"9,491","8,917",40.42,0,14.9,24.7,,William DeAllaume,,
SDF GR,K+s Ag-Reg,0.03,,,82,85,76,45,42,25,80,,"4,700","4,694",136.15,0,9.6,12.8,,,,
DGC CN,Detour Gold Corp,0.01,,,84,81,67,49,93,1,95,,"2,298","2,291",23.04,0,-20.1,17.9,,,,
AEM CN,Agnico Eagle Mines Ltd,0.07,,,84,65,96,26,81,26,88,,"10,882","10,857",45.01,0,-3.2,50.8,,,,
YRI CN,Yamana Gold Inc,0.02,,,93,90,59,86,94,79,94,,"2,596","2,576",20.06,0,-20.5,22.3,,,,
FNV CN,Franco-Nevada Corp,0.08,,,94,68,100,51,66,41,55,,"14,017","13,761",50.35,0,4.7,71.2,,,,
ELD CN,Eldorado Gold Corp,0.01,,,95,95,62,85,90,91,94,Yes,"1,504","1,497",22.37,0,-39.8,12.3,,,,
G CN,Goldcorp Inc,0.07,,,95,95,77,57,90,39,84,Yes,"11,261","11,215",51.35,0,-17.6,26.9,,,,
TRQ CN,Turquoise Hill Resources Ltd,0.02,,,95,96,94,17,85,1,,,"6,278","3,090",6.63,0,-14.4,-393.3,,,,
OCI NA,Oci Nv,0.01,,,96,95,90,81,31,14,90,,"4,146","1,399",12.36,0,21.5,8.1,,,,
FM CN,First Quantum Minerals Ltd,0.05,Yes,O,96,95,89,56,75,73,93,,"7,676","7,566",47.19,0,-6.7,18.9,,William DeAllaume,,
WPM CN,Wheaton Precious Metals Corp,0.05,,N,97,81,97,82,89,66,70,Yes,"8,401","8,221",24.28,0,-8.5,28.7,,William DeAllaume,,
,,,,,40,38,45,40,52,45,38,,,,,,15,,,,,
3462 JP,Nomura Real Estate Master Fu,0.03,,,,,48,,96,,,,"5,751","5,123",12.56,0,-5.2,,,,,
683 HK,Kerry Properties Ltd,0.01,,,2,59,1,13,26,51,61,,"5,339","2,123",7.47,0,32.7,9.2,,,,
1925 JP,Daiwa House Industry Co Ltd,0.14,,O,3,17,25,7,23,65,46,,"23,078","20,910",49.67,0,29.3,11.3,,Alaina Anderson,,
12 HK,Henderson Land Development,0.04,,NO,4,30,17,8,28,80,74,,"24,693","6,630",18.09,0,22.4,15.8,,Quant Intl,,
HKL SP,Hongkong Land Holdings Ltd,0.05,,N,5,14,15,34,29,75,47,,"17,434","8,688",12.15,0,21.6,17.4,,Alaina Anderson,,
16 HK,Sun Hung Kai Properties,0.14,,N,6,35,8,21,42,37,41,,"45,482","22,810",52.57,0,24.2,12.4,,Alaina Anderson,,
127 HK,Chinese Estates Holdings Ltd,0.00,,,7,18,11,,49,54,,,"3,159",790,6.69,0,34.1,,,,,
1113 HK,Cheung Kong Property Holding,0.15,,N,7,39,17,11,26,54,47,,"32,150","22,019",54.76,0,33.8,10.6,,Alaina Anderson,,
CAST SS,Castellum Ab,0.03,,N,7,7,14,33,55,68,36,,"4,247","4,029",21.51,0,14.5,13.5,,Alaina Anderson,,
LLC AU,Lendlease Group,0.04,,N,7,9,15,65,8,64,37,,"7,464","7,439",27.14,0,31.5,12.0,,Alaina Anderson,,
DXS AU,Dexus,0.05,,,8,16,47,6,40,82,53,,"7,897","7,265",30.76,0,10.6,16.5,,,,
ALTA FP,Altarea,0.00,,,8,26,14,44,25,,75,,"3,655",743,0.78,0,22.9,10.6,,,,
VNA GR,Vonovia Se,0.12,,O,8,18,31,18,36,25,57,,"20,188","19,215",85.75,0,28.6,18.4,,Alaina Anderson,,
FLY FP,Fonciere Lyonnaise,0.00,,,9,8,15,57,34,,50,,"3,018",168,0.13,0,31.0,18.8,,,,
SGP AU,Stockland,0.05,,N,12,14,26,32,60,51,58,,"8,575","8,059",34.42,0,4.7,12.5,,Alaina Anderson,,
FCL SP,Frasers Centrepoint Ltd,0.00,,,13,49,13,33,13,,48,,"4,152",518,0.42,0,38.1,10.2,,,,
FDR FP,Fonciere Des Regions,0.02,,,14,31,21,33,44,77,14,,"7,167","4,692",10.00,0,19.4,15.1,,,,
MGR AU,Mirvac Group,0.04,,N,14,25,28,34,43,41,43,,"6,769","6,760",33.49,0,18.1,15.0,,Alaina Anderson,,
CHP-U CN,Choice Properties Reit,0.00,,,18,24,20,,73,,,,"4,249",438,1.10,0,-5.2,12.9,,,,
LEG GR,Leg Immobilien Ag,0.04,,N,18,21,41,40,45,48,51,,"6,164","5,938",27.98,0,27.3,17.3,,Alaina Anderson,,
GPT AU,Gpt Group,0.04,,N,18,37,27,23,51,55,48,,"7,099","7,089",31.11,0,7.9,15.7,,Alaina Anderson,,
FCR CN,First Capital Realty Inc,0.01,,N,18,35,13,33,86,13,57,,"3,883","2,375",11.69,0,-6.5,24.2,,Alaina Anderson,,
VCX AU,Vicinity Centres,0.04,,N,19,18,16,70,78,64,34,,"8,284","5,750",36.45,0,4.6,13.9,,Alaina Anderson,,
NXI FP,Nexity,0.01,,O,20,39,11,64,45,49,33,,"3,062","2,728",12.02,0,19.8,13.6,,Alaina Anderson,,
FABG SS,Fabege Ab,0.02,,O,21,3,36,60,42,15,59,,"3,280","2,374",10.18,0,23.9,24.4,,Alaina Anderson,,
ICAD FP,Icade,0.02,,N,21,34,39,30,27,52,49,,"6,496","3,945",12.48,0,26.7,15.1,,Alaina Anderson,,
1878 JP,Daito Trust Construct Co Ltd,0.08,Yes,O,23,1,60,22,64,67,9,,"13,461","12,334",57.52,0,14.2,15.3,,Alaina Anderson,,
BALDB SS,Fastighets Ab Balder-B Shrs,0.02,,N,24,6,47,48,53,8,59,,"4,738","2,526",10.10,0,25.0,17.5,,Alaina Anderson,,
BALDPREF SS,Fastighets Ab Bald Ser'b'npv Prf,0.00,,N,24,6,47,48,53,8,59,,"4,738",432,10.10,0,25.0,17.5,,Alaina Anderson,,
8960 JP,United Urban Investment Corp,0.03,,,25,7,66,5,99,,18,,"4,676","4,633",11.36,0,-1.3,23.8,,,,
83 HK,Sino Land Co,0.03,,,25,40,20,45,61,81,42,,"10,475","4,733",5.33,0,11.3,16.3,,,,
1972 HK,Swire Properties Ltd,0.02,,,27,43,45,29,16,78,25,,"20,556","3,701",7.44,0,27.2,18.9,,,,
AREIT SP,Ascendas Real Estate Inv Trt,0.03,,,27,18,62,47,24,68,23,,"5,639","4,493",18.56,0,31.2,15.2,,,,
3231 JP,Nomura Real Estate Holdings,0.02,,,27,57,11,40,59,77,39,,"3,927","2,535",21.67,0,20.6,9.1,,,,
HUFVA SS,Hufvudstaden Ab-A Shs,0.01,,O,28,1,64,31,58,56,21,,"3,838","1,809",6.32,0,12.7,27.6,,Alaina Anderson,,
ALLN SW,Allreal Holding Ag-Reg,0.02,,,29,29,65,43,6,78,29,,"2,870","1,989",6.98,0,25.1,23.7,,,,
DWNI GR,Deutsche Wohnen Se,0.09,,N,29,8,48,65,41,22,67,,"14,730","14,727",53.94,0,28.8,26.3,,Alaina Anderson,,
CAPL SP,Capitaland Ltd,0.04,,N,30,47,31,48,19,64,73,,"11,668","6,989",24.92,0,33.6,18.1,,Alaina Anderson,,
8976 JP,Daiwa Office Investment Corp,0.01,,,31,12,58,21,96,,21,,"2,566","1,524",5.98,0,-1.2,25.4,,,,
UL NA,Unibail-Rodamco Se,0.15,Yes,O,31,43,27,42,59,29,11,,"25,110","25,109",128.31,0,9.8,16.9,,Alaina Anderson,,
3269 JP,Advance Residence Investment,0.02,,,32,3,75,12,89,,,,"3,478","3,174",8.29,0,-5.0,29.0,,,,
CT SP,Capitaland Mall Trust,0.02,,,33,7,59,50,57,81,10,,"5,574","3,507",17.61,0,19.6,18.4,,,,
CUF-U CN,Cominar Real Estate Inv-Tr U,0.01,,,35,48,11,57,92,36,45,,"1,975","1,969",9.79,0,-12.6,8.6,,,,
823 HK,Link Reit,0.11,,N,35,14,71,49,32,19,13,,"17,929","17,888",34.08,0,28.3,24.0,,Alaina Anderson,,
4 HK,Wharf Holdings Ltd,0.07,,N,37,61,30,37,24,60,37,,"28,244","11,005",39.33,0,29.1,14.5,,Alaina Anderson,,
UOL SP,Uol Group Ltd,0.02,,,38,60,48,40,3,64,55,,"4,857","3,207",6.81,0,42.1,15.0,,,,
CAR-U CN,Can Apartment Prop Real Esta,0.01,,O,38,67,19,36,41,42,69,,"3,639","3,571",10.10,0,-2.4,13.5,,Alaina Anderson,,
MERY FP,Mercialys,0.00,,,39,29,36,63,83,75,47,,"1,811",789,6.49,0,3.6,14.1,,,,
AZRG IT,Azrieli Group Ltd,0.01,,,39,43,48,51,22,84,52,,"6,970","2,100",6.12,0,31.9,19.9,,,,
8905 JP,Aeon Mall Co Ltd,0.01,,,39,52,59,21,20,72,10,,"4,171","1,789",13.25,0,34.9,13.8,,,,
8953 JP,Japan Retail Fund Investment,0.03,,,39,13,56,32,99,,,,"4,980","4,980",15.28,0,-4.9,23.5,,,,
SGRO LN,Segro Plc,0.04,,O,39,52,58,28,11,49,34,,"6,759","6,596",28.43,0,30.8,25.2,,Alaina Anderson,,
3283 JP,Nippon Prologis Reit Inc,0.02,Yes,O,40,10,76,24,87,,19,,"4,497","3,855",15.82,0,4.9,31.7,,Alaina Anderson,,
REI-U CN,Riocan Real Estate Invst Tr,0.02,,,41,49,25,35,94,,36,,"6,205","6,177",22.98,0,-13.9,14.1,,,,
IIA AV,Immofinanz Ag,0.01,,,41,,51,23,44,100,100,,"2,679","2,376",8.46,0,29.3,29.2,,,,
CCT SP,Capitaland Commercial Trust,0.02,,,41,25,65,65,30,92,50,,"3,946","2,720",11.90,0,31.7,20.2,,,,
SRU-U CN,Smart Real Estate Investment,0.01,,N,41,46,29,45,81,,35,,"3,751","1,815",11.25,0,-6.7,13.6,,Alaina Anderson,,
14 HK,Hysan Development Co,0.02,,,42,63,31,29,49,63,28,,"4,829","2,819",4.40,0,18.6,15.4,,,,
2778 HK,Champion Reit,0.01,,,42,52,61,23,19,54,31,,"4,263","1,439",5.90,0,46.8,24.0,,,,
8985 JP,Japan Hotel Reit Investment,0.02,,N,42,37,62,18,86,10,2,,"2,832","2,757",9.47,0,5.7,21.6,,Alaina Anderson,,
GFC FP,Gecina Sa,0.04,,,43,59,41,25,49,73,27,,"11,131","7,543",15.59,0,14.8,23.8,,,,
20 HK,Wheelock & Co Ltd,0.04,,,44,65,12,83,18,53,46,,"15,294","6,016",7.37,0,34.7,9.1,,,,
8830 JP,Sumitomo Realty & Developmen,0.08,,N,44,36,69,26,56,66,31,,"14,068","10,399",55.49,0,15.2,12.8,,Alaina Anderson,,
8954 JP,Orix Jreit Inc,0.02,,,45,8,58,54,96,,10,Yes,"4,004","3,822",8.48,0,-3.9,25.6,,,,
SCG AU,Scentre Group,0.10,,N,45,35,44,57,77,57,2,,"16,775","15,722",53.50,0,0.3,15.6,,Alaina Anderson,,
10 HK,Hang Lung Group Ltd,0.02,,,46,81,9,,40,27,22,,"5,089","3,610",2.53,0,14.3,,,,,
LAND LN,Land Securities Group Plc,0.06,,N,46,44,54,40,55,69,37,,"10,168","9,501",47.00,0,3.1,19.0,,Alaina Anderson,,
8955 JP,Japan Prime Realty Investmen,0.02,,,48,2,64,45,98,84,3,Yes,"3,377","2,973",8.66,0,-3.7,26.7,,,,
8951 JP,Nippon Building Fund Inc,0.04,,,48,7,78,28,95,,2,,"7,485","6,717",19.62,0,-2.8,30.9,,,,
GMG AU,Goodman Group,0.07,,N,48,9,80,68,26,26,17,,"11,726","10,130",35.84,0,24.8,17.1,,Alaina Anderson,,
BLND LN,British Land Co Plc,0.05,,N,49,58,46,31,53,83,11,,"7,932","7,515",49.67,0,6.1,16.7,,Alaina Anderson,,
UIC SP,United Industrial Corp Ltd,0.01,,,50,63,46,,12,24,,,"3,503",480,0.23,0,24.5,,,,,
WALLB SS,Wallenstam Ab-B Shs,0.01,,,50,3,81,73,22,12,53,,"3,278","1,529",3.40,0,31.5,32.7,,,,
3289 JP,Tokyu Fudosan Holdings Corp,0.02,,,50,51,38,49,74,65,22,,"3,808","3,029",11.35,0,2.2,10.6,,,,
17 HK,New World Development,0.04,,,50,72,13,67,42,73,60,,"13,021","7,224",20.88,0,29.3,12.4,,,,
CIT SP,City Developments Ltd,0.02,,N,50,54,55,51,15,80,26,,"7,648","4,944",12.69,0,46.6,16.7,,Alaina Anderson,,
HMSO LN,Hammerson Plc,0.04,,N,51,60,50,32,43,47,23,,"5,719","5,625",34.53,0,8.8,17.6,,Alaina Anderson,,
SPSN SW,Swiss Prime Site-Reg,0.04,,,52,48,65,36,39,67,27,,"6,460","6,185",19.09,0,14.7,21.4,,,,
8952 JP,Japan Real Estate Investment,0.04,,,53,9,78,43,95,,6,,"6,736","6,286",15.86,0,-3.4,31.4,,,,
3281 JP,Glp J-Reit,0.02,,O,53,7,79,41,95,,8,Yes,"3,205","2,762",7.02,0,-4.2,27.0,,Alaina Anderson,,
3279 JP,Activia Properties Inc,0.02,,N,53,13,74,,95,,,,"2,968","2,692",8.69,0,-4.9,22.7,,Alaina Anderson,,
REF-U CN,Can Real Estate Invest Trust,0.01,,,57,64,46,30,78,,24,,"2,704","2,673",6.10,0,-8.0,12.8,,,,
3003 JP,Hulic Co Ltd,0.02,,N,57,34,91,18,62,52,54,,"6,628","3,672",10.54,0,19.4,16.1,,Alaina Anderson,,
KREIT SP,Keppel Reit,0.01,,N,58,30,64,90,28,71,69,,"2,889","1,548",5.12,0,26.0,23.6,,Alaina Anderson,,
