SYMBOL,COMPANY,LDR,RTG,C,Q,V,E,M,G,VOL,ETMO,MC,FLT,ADTV,DAYS HELD,YTD PERF,P/E FY2,ROE,ANALYST,IM HOLD,
MSM,Msc Industrial Direct Co Inc,Yes,N,37,13,53,60,78,69,4,,"3,826","2,979",54.56,0,-20.5,15.3,,Taylor Cope,,
INH GR,Indus Holding Ag,,N,38,45,65,35,5,60,17,,"1,831","1,358",2.76,0,39.3,17.3,,Taylor Cope,,
SATS SP,Sats Ltd,,N,38,15,58,71,46,73,7,,"3,987","2,391",10.02,0,8.4,21.0,,Taylor Cope,,
SKFB SS,Skf Ab,Yes,N,38,28,29,90,35,51,29,,"8,948","8,237",82.91,0,11.7,12.7,,Andrew Siepker,,
CAE CN,Cae Inc,,NO,38,32,66,45,22,50,5,,"4,385","4,379",16.08,0,4.1,16.9,,Anil Daka,,
SGO FP,Cie De Saint-Gobain,,N,38,63,28,43,19,48,33,,"30,622","27,467",225.75,0,22.4,13.2,,William DeAllaume,,
PGSUS TI,Pegasus Hava Tasimaciligi As,,NO,38,66,50,20,4,36,96,,798,275,18.01,0,71.5,16.9,,Greg Scolaro,,
AZJ AU,Aurizon Holdings Ltd,,N,39,31,50,73,22,78,20,,"8,422","8,184",30.76,0,11.6,17.7,,Andrew Siepker,,
AIR FP,Airbus Se,,N,39,33,69,55,6,30,65,,"64,918","47,536",256.50,0,30.8,15.9,,Andrew Siepker,,
BNZL LN,Bunzl Plc,Yes,O,39,33,68,27,50,82,1,,"10,091","10,069",36.95,0,15.7,19.7,,Andrew Siepker,,
6113 JP,Amada Holdings Co Ltd,,NO,39,56,36,29,52,69,63,,"4,156","3,906",19.77,0,4.0,14.7,,Anil Daka,,
ENKAI TI,Enka Insaat Ve Sanayi As,,NO,39,46,29,70,29,90,44,,"6,997",873,6.26,0,13.9,11.0,,Greg Scolaro,,
EDEN FP,Edenred,,N,40,7,71,62,35,55,19,,"6,204","6,149",31.55,0,35.6,20.4,,Anil Daka,,
MAHB MK,Malaysia Airports Holdings Bhd,,O,40,55,56,31,8,21,78,,"3,287","1,430",7.81,0,52.1,39.1,,Anil Daka,,
SWK,Stanley Black & Decker Inc,Yes,NO,40,42,59,39,24,54,9,,"21,244","21,045",138.46,0,23.0,16.8,,Andrew Siepker,,
IP IM,Interpump Group Spa,,O,41,37,85,26,3,15,49,,"3,096","2,412",10.86,0,86.4,20.1,,Taylor Cope,,
TIH CN,Toromont Industries Ltd,,N,41,19,71,67,28,73,8,,"2,789","2,691",4.98,0,2.5,18.8,,Taylor Cope,,
ROR LN,Rotork Plc,Yes,N,41,5,83,33,51,81,17,,"2,535","2,530",13.79,0,3.9,19.2,,Taylor Cope,,
MIDD,Middleby Corp/the,Yes,N,41,19,76,39,67,62,3,,"6,797","6,666",59.31,0,0.3,18.9,,Taylor Cope,,
012750 KS,S-1 Corp,Yes,N,42,9,63,62,67,57,22,,"3,013","1,314",5.06,0,21.1,18.0,,Anil Daka,,
1719 JP,Hazama Ando Corp,,NO,42,69,11,59,55,80,82,,"1,276","1,177",15.59,0,4.5,5.4,,Quant Intl,,
PCAR,Paccar Inc,Yes,N,42,44,60,24,50,81,24,,"22,646","22,161",113.40,0,7.5,14.6,,Anil Daka,,
6409 TT,Voltronic Power Technology Corp,,O,43,4,76,54,46,53,26,,"1,304",792,1.59,0,29.8,21.9,,Greg Scolaro,,
6268 JP,Nabtesco Corp,,O,43,44,78,14,24,68,53,,"4,425","3,922",17.99,0,39.6,20.9,,Taylor Cope,,
9793 JP,Daiseki Co Ltd,,N,43,54,65,16,24,36,26,,"1,077",921,2.69,0,15.5,19.3,,Taylor Cope,,
BAD CN,Badger Daylighting Ltd,,N,43,20,85,18,82,13,38,,820,794,5.24,0,-22.9,19.4,,Taylor Cope,,
1766 HK,Crrc Corp Ltd,,N,43,39,20,79,82,49,38,Yes,"40,094","3,837",13.86,0,1.9,11.7,,Andrew Siepker,,
INRN SW,Interroll Holding Ag,,N,43,25,89,27,20,60,47,,"1,119",844,1.80,0,21.6,25.8,,Taylor Cope,,
7205 JP,Hino Motors Ltd,,N,43,52,35,47,46,56,65,,"6,447","2,887",20.90,0,9.3,10.7,,Anil Daka,,
3376 TT,Shin Zu Shing Co Ltd,,N,44,46,32,55,72,42,55,,503,385,5.83,0,16.4,10.7,,Greg Scolaro,,
SRCL,Stericycle Inc,Yes,N,44,35,57,39,74,64,5,,"6,136","6,060",65.08,0,-1.4,14.8,,Anil Daka,,
MGGT LN,Meggitt Plc,Yes,N,45,41,47,59,45,71,12,,"4,953","4,939",25.99,0,19.5,14.0,,Anil Daka,,
PINFRA* MM,Promotora Y Operadora De Infraestructura Sab De Cv,Yes,O,45,12,59,81,48,61,38,,"4,700","2,856",7.57,0,36.0,16.6,,Anil Daka,,
AOT TB,Airports Of Thailand Pcl,Yes,O,45,9,94,27,16,32,16,,"22,127","5,104",48.14,0,40.5,30.1,,Andrew Siepker,,
SCHP VX,Schindler Holding Ag,,N,45,2,83,58,22,72,4,,"22,777","8,611",42.80,0,23.8,24.2,,Andrew Siepker,,
EXPD,Expeditors International Of Washington Inc,Yes,N,45,3,78,70,19,60,7,,"10,076","9,980",64.94,0,11.9,21.5,,Anil Daka,,
MMM,3m Co,Yes,N,45,1,79,67,20,67,1,,"122,612","122,464",364.60,0,13.2,21.5,,Andrew Siepker,,
CP CN,Canadian Pacific Railway Ltd,Yes,N,46,15,73,67,42,31,16,,"22,320","22,287",80.25,0,-4.7,14.7,,Anil Daka,,
WPRTS MK,Westports Holdings Bhd,,N,46,5,54,74,84,79,17,,"2,899",459,1.44,0,-9.1,21.8,,Greg Scolaro,,
ADP FP,Aeroports De Paris,,N,46,40,88,47,1,59,8,,"16,916","5,625",23.45,0,55.2,29.0,,Andrew Siepker,,
DCI,Donaldson Co Inc,Yes,N,46,5,86,49,23,69,4,,"6,181","6,095",22.65,0,14.0,24.4,,Taylor Cope,,
KAP SJ,Kap Industrial Holdings Ltd,,O,47,49,31,67,55,32,58,,"1,814",822,1.78,0,15.3,12.7,,Greg Scolaro,,
051600 KS,Kepco Plant Service & Engineering Co Ltd,,N,47,10,52,72,93,26,37,Yes,"1,794","1,571",8.57,0,-10.5,13.0,,Taylor Cope,,
BB FP,Societe Bic Sa,,N,47,16,58,64,91,85,13,Yes,"5,635","3,091",20.52,0,-11.5,15.3,,Dan Su,,
DPW DU,Dp World Ltd,Yes,O,47,53,74,17,17,64,28,,"17,878","3,495",6.11,0,34.5,14.4,,Andrew Siepker,,
GFS LN,G4s Plc,,N,47,60,43,53,10,60,27,,"5,865","5,860",36.91,0,49.9,14.6,,Anil Daka,,
RTO LN,Rentokil Initial Plc,Yes,O,47,31,87,30,17,62,4,,"7,004","6,990",27.47,0,38.3,22.7,,Anil Daka,,
6287 JP,Sato Holdings Corp,,N,47,44,35,79,36,45,69,,812,579,3.32,0,19.0,18.8,,Taylor Cope,,
SGSN VX,Sgs Sa,Yes,N,47,5,75,68,39,75,2,,"17,044","10,743",79.42,0,12.5,22.9,,Andrew Siepker,,
HEI,Heico Corp,Yes,N,47,8,96,29,7,38,2,,"6,380","2,118",14.33,0,31.8,35.4,,Taylor Cope,,
TPK LN,Travis Perkins Plc,,N,48,52,25,68,63,80,20,,"4,779","4,753",34.73,0,12.0,12.1,,Anil Daka,,
9962 JP,Misumi Group Inc,Yes,O,48,30,97,9,14,19,36,,"7,179","7,012",21.95,0,49.6,27.2,,Anil Daka,,
DCC LN,Dcc Plc,,N,48,39,62,43,52,68,21,,"7,974","7,673",22.99,0,18.7,19.3,,Anil Daka,,
EN FP,Bouygues Sa,,N,48,69,48,30,10,63,63,,"15,980","12,616",55.19,0,24.0,14.7,,Alaina Anderson,,
KNEBV FH,Kone Oyj,Yes,O,48,3,68,76,51,90,7,,"27,419","18,311",69.73,0,19.0,22.3,,Andrew Siepker,,
CHRW,Ch Robinson Worldwide Inc,Yes,N,48,10,56,80,72,61,13,,"9,420","9,323",109.30,0,-9.8,18.7,,Anil Daka,,
COL,Rockwell Collins Inc,Yes,N,48,51,68,39,8,33,15,,"20,194","20,119",209.51,0,23.4,17.5,,Anil Daka,,
6103 JP,Okuma Corp,,NO,49,50,39,56,56,75,77,,"1,530","1,298",16.42,0,0.7,12.4,,Quant Intl,,
GPPV IN,Gujarat Pipavav Port Ltd,,N,49,15,72,74,48,37,69,,999,512,2.16,0,19.0,18.6,,Greg Scolaro,,
ALLE,Allegion Plc,Yes,O,49,5,85,58,29,55,1,,"7,416","7,386",46.61,0,27.7,18.5,,Taylor Cope,,
HXL,Hexcel Corp,Yes,N,49,17,71,76,45,44,5,,"4,746","4,707",31.54,0,1.3,17.6,,Taylor Cope,,
UPS,United Parcel Service Inc,Yes,N,49,11,82,48,61,59,19,,"99,240","78,884",280.51,0,-2.8,17.5,,Andrew Siepker,,
TDG,Transdigm Group Inc,Yes,O,49,41,63,40,57,37,1,,"14,293","13,182",135.76,0,13.5,20.0,,Anil Daka,,
ROL,Rollins Inc,Yes,N,49,1,98,18,11,59,1,,"9,757","4,297",27.44,0,29.7,45.5,,Taylor Cope,,
JSMR IJ,Jasa Marga Persero Tbk Pt,,N,50,72,53,13,30,45,44,,"2,965",889,2.94,0,35.6,17.9,,Greg Scolaro,,
REL LN,Relx Plc,Yes,O,50,5,85,65,24,65,17,,"44,447","23,115",98.38,0,22.9,19.6,,William Benton,,
ATCOA SS,Atlas Copco Ab,Yes,O,52,4,79,85,12,26,15,,"44,232","23,385",127.07,0,20.8,19.7,,Andrew Siepker,,
CCRI IN,Container Corp Of India Ltd,,N,52,37,97,5,22,32,38,,"4,851","1,813",6.73,0,37.0,27.5,,Anil Daka,,
CGCBV FH,Cargotec Oyj,,N,52,58,57,45,13,53,41,,"3,936","3,146",13.55,0,37.7,15.2,,Anil Daka,,
BLU SJ,Blue Label Telecoms Ltd,,NO,53,80,33,6,93,3,56,,"1,102",715,1.83,0,-2.5,7.7,,Greg Scolaro,,
6471 JP,Nsk Ltd,,NO,53,61,43,46,42,35,50,,"6,533","5,539",45.24,0,12.5,10.6,,Andrew Siepker,,
DKSH SW,Dksh Holding Ag,,N,53,45,52,70,33,73,4,,"5,158","2,243",13.12,0,20.2,22.0,,Anil Daka,,
BEAN SW,Belimo Holding Ag,Yes,O,53,4,92,58,15,58,7,,"2,434","1,813",2.34,0,39.1,27.1,,Taylor Cope,,
CSX,Csx Corp,Yes,NO,53,31,85,57,8,30,12,,"45,593","43,228",412.92,0,40.2,17.9,,Anil Daka,,
EXPN LN,Experian Plc,Yes,O,54,10,65,85,62,77,16,,"18,204","18,161",79.18,0,3.0,18.8,,Daniel Hill,,
BVI FP,Bureau Veritas Sa,,N,54,27,66,82,41,80,10,,"10,358","6,071",27.92,0,22.7,20.0,,Andrew Siepker,,
BOKA NA,Boskalis Westminster,,N,54,30,50,82,71,94,72,Yes,"4,483","2,933",29.59,0,5.3,20.8,,Alaina Anderson,,
FTT CN,Finning International Inc,,O,54,56,61,22,66,36,38,,"3,548","3,532",14.84,0,-9.3,16.4,,Anil Daka,,
ELIS FP,Elis Sa,,N,55,66,61,33,14,73,14,,"3,297","2,028",12.59,0,44.0,15.8,,Taylor Cope,,
ISS DC,Iss A/s,Yes,O,55,53,37,71,51,88,16,,"7,368","7,279",33.64,0,23.4,14.4,,Anil Daka,,
ASSAB SS,Assa Abloy Ab,Yes,O,55,18,79,78,43,52,1,,"23,703","20,488",83.99,0,17.1,19.9,,Andrew Siepker,,
6592 JP,Mabuchi Motor Co Ltd,,N,55,38,55,69,63,71,51,,"3,303","2,244",18.90,0,0.9,16.8,,Anil Daka,,
POSM MK,Pos Malaysia Bhd,,N,55,52,85,27,6,33,71,,"1,007",294,1.09,0,36.9,25.6,,Greg Scolaro,,
BAB LN,Babcock International Group Plc,Yes,N,55,56,15,81,89,62,21,Yes,"5,279","5,245",33.01,0,-3.6,9.1,,Andrew Siepker,,
6954 JP,Fanuc Corp,Yes,O,55,38,97,5,35,48,37,,"39,695","37,421",155.52,0,24.7,25.9,,Andrew Siepker,,
6136 JP,Osg Corp,Yes,N,56,29,73,70,50,59,43,,"2,038","1,556",6.62,0,8.4,15.5,,Taylor Cope,,
VOLT IN,Voltas Ltd,,O,56,40,97,9,16,32,59,,"2,708","1,692",15.16,0,64.6,25.8,,Taylor Cope,,
IMPN SW,Implenia Ag,,N,56,64,45,42,48,25,38,,"1,363",860,3.29,0,1.9,13.3,,Alaina Anderson,,
6146 TT,Sporton International Inc,,N,56,2,44,96,84,36,12,Yes,472,330,1.02,0,-5.4,15.6,,Greg Scolaro,,
TFII CN,Tfi International Inc,,N,57,64,26,62,71,27,26,,"2,139","2,029",7.73,0,-20.5,12.3,,Taylor Cope,,
2127 JP,Nihon M&a Center Inc,Yes,O,57,1,100,15,16,19,30,,"3,692","2,975",17.13,0,43.6,41.5,,D.J. Neiman,,
SECUB SS,Securitas Ab,,N,57,48,33,83,67,68,9,Yes,"5,877","4,909",37.77,0,8.3,14.4,,Anil Daka,,
ASELS TI,Aselsan Elektronik Sanayi Ve Ticaret As,,O,57,33,98,21,5,18,82,,"7,492","1,155",45.80,0,91.0,20.3,,Taylor Cope,,
6465 JP,Hoshizaki Corp,Yes,O,57,22,86,70,33,53,11,,"6,478","4,652",20.63,0,21.4,26.3,,Anil Daka,,
ROP,Roper Technologies Inc,Yes,N,57,44,88,41,6,29,8,,"23,766","23,269",90.04,0,27.6,23.0,,Anil Daka,,
KGX GR,Kion Group Ag,,O,58,63,67,37,14,26,65,,"10,465","5,924",49.52,0,55.3,16.8,,Anil Daka,,
4666 JP,Park24 Co Ltd,Yes,O,58,9,65,81,91,55,17,Yes,"3,660","2,581",24.68,0,-7.9,23.6,,Anil Daka,,
FLS DC,Flsmidth & Co A/s,,N,58,58,69,54,6,59,69,,"3,110","2,503",22.81,0,47.4,17.1,,Taylor Cope,,
6326 JP,Kubota Corp,,N,58,56,64,40,39,66,18,,"21,507","20,922",70.87,0,22.1,15.4,,Andrew Siepker,,
3064 JP,Monotaro Co Ltd,Yes,N,59,20,100,10,27,9,36,,"4,083","1,968",18.47,0,69.0,41.8,,Anil Daka,,
2412 JP,Benefit One Inc,,NO,59,1,94,63,18,22,18,,"1,873",641,3.80,0,77.4,29.0,,Taylor Cope,,
PSG SM,Prosegur Cia De Seguridad Sa,,O,59,46,48,69,74,36,39,,"4,029","1,653",7.13,0,7.3,17.0,,Taylor Cope,,
AYI,Acuity Brands Inc,Yes,N,59,17,89,43,86,51,14,,"7,619","7,539",111.91,0,-11.4,18.8,,Taylor Cope,,
VRSK,Verisk Analytics Inc,Yes,N,59,17,84,68,69,64,14,,"13,502","12,514",68.58,0,7.6,23.7,,Daniel Hill,,
RAA GR,Rational Ag,Yes,O,60,1,98,31,25,48,3,,"7,001","2,037",6.09,0,41.4,37.5,,Anil Daka,,
AHT LN,Ashtead Group Plc,Yes,O,61,71,43,48,40,26,48,,"10,220","10,172",69.56,0,10.0,12.2,,Anil Daka,,
9706 JP,Japan Airport Terminal Co Ltd,,N,61,43,89,24,44,34,37,,"3,091","1,732",9.08,0,2.6,31.0,,Anil Daka,,
2331 JP,Sohgo Security Services Co Ltd,,N,61,36,53,87,66,37,40,,"4,349","3,023",16.41,0,13.0,19.3,,Anil Daka,,
BVT SJ,Bidvest Group Ltd/the,Yes,O,62,57,54,50,69,65,8,,"4,392","4,003",11.79,0,-0.6,13.6,,Andrew Siepker,,
ICT PM,International Container Terminal Services Inc,Yes,O,63,54,61,82,9,40,30,,"4,186","2,124",4.70,0,51.5,20.4,,Anil Daka,,
ANDR AV,Andritz Ag,,N,63,43,40,98,23,71,44,Yes,"5,590","3,725",15.10,0,24.4,14.3,,Anil Daka,,
GEBN VX,Geberit Ag,Yes,O,64,2,90,85,28,86,4,,"17,486","17,316",84.05,0,20.4,25.6,,Andrew Siepker,,
ALFAA MM,Alfa Sab De Cv,Yes,N,65,48,20,98,78,24,63,Yes,"7,241","7,258",10.38,0,17.0,9.9,,Anil Daka,,
SUN SW,Sulzer Ag,,N,65,66,59,54,31,63,55,,"3,805","1,052",11.56,0,13.0,20.5,,Anil Daka,,
NIBEB SS,Nibe Industrier Ab,,N,65,42,78,68,32,37,15,,"4,595","3,779",10.55,0,22.6,19.7,,Anil Daka,,
6395 JP,Tadano Ltd,,N,65,67,40,68,55,71,59,,"1,477","1,386",10.03,0,-3.5,10.0,,Taylor Cope,,
BXB AU,Brambles Ltd,,N,66,23,63,93,90,81,17,Yes,"12,142","11,225",42.19,0,-16.3,17.1,,Andrew Siepker,,
2059 TT,King Slide Works Co Ltd,,N,66,13,81,93,50,74,21,Yes,"1,258",689,3.37,0,8.5,17.5,,Taylor Cope,,
BNR GR,Brenntag Ag,Yes,N,67,38,61,89,60,79,8,Yes,"8,374","8,374",41.12,0,3.7,16.3,,Andrew Siepker,,
SIE GR,Siemens Ag,Yes,O,67,52,33,98,29,54,27,Yes,"112,893","97,461",489.49,0,13.7,13.9,,Andrew Siepker,,
5938 JP,Lixil Group Corp,,N,67,62,56,73,33,54,68,,"8,332","7,170",26.93,0,12.9,14.0,,Andrew Siepker,,
ADSEZ IN,Adani Ports & Special Economic Zone Ltd,Yes,N,67,56,94,32,3,53,29,,"12,131","3,997",23.63,0,55.9,19.0,,Andrew Siepker,,
3898 HK,Zhuzhou Crrc Times Electric Co Ltd,Yes,N,69,31,58,92,90,61,19,Yes,"6,037","2,811",12.40,0,-5.7,11.8,,Andrew Siepker,,
JBT,John Bean Technologies Corp,,N,69,36,98,22,39,21,34,,"2,797","2,737",13.58,0,7.9,24.3,,Taylor Cope,,
6594 JP,Nidec Corp,,N,70,51,96,21,26,28,37,,"34,011","28,583",93.01,0,26.9,24.3,,William Benton,,
8078 JP,Hanwa Co Ltd,,N,70,88,45,32,33,75,82,,"1,421","1,154",6.42,0,10.6,7.6,,Quant Intl,,
VLID3 BZ,Valid Solucoes E Servicos De Seguranca Em Meios De Pagamento E Identificacao Sa,,N,70,61,27,83,95,11,71,Yes,417,414,3.71,0,-22.7,9.8,,Greg Scolaro,,
EIM IN,Eicher Motors Ltd,Yes,O,71,8,99,65,25,8,24,,"13,149","6,466",23.36,0,42.6,30.2,,Anil Daka,,
RENT3 BZ,Localiza Rent A Car Sa,Yes,O,72,86,91,3,17,21,49,,"4,022","2,980",18.07,0,65.7,21.5,,Taylor Cope,,
WEIR LN,Weir Group Plc/the,Yes,N,72,71,79,21,55,24,57,,"5,020","5,009",55.10,0,6.2,14.8,,Anil Daka,,
SEK AU,Seek Ltd,Yes,N,72,23,81,98,38,48,42,,"4,641","4,336",15.86,0,30.5,24.4,,Anil Daka,,
HAVL IN,Havells India Ltd,,O,72,3,99,63,38,34,46,,"4,611","1,469",9.32,0,48.9,35.7,,Taylor Cope,,
KKC IN,Cummins India Ltd,,N,73,12,89,97,35,29,13,,"3,884","1,664",5.40,0,29.8,24.7,,Anil Daka,,
002008 CH,Han's Laser Technology Industry Group Co Ltd,,N,73,53,99,8,26,2,67,,"5,550","3,564",105.00,0,65.2,23.4,,Anil Daka,,
ALIG SS,Alimak Group Ab,,NO,74,64,76,76,11,9,64,,944,644,1.25,0,30.6,17.5,,Taylor Cope,,
SPIE FP,Spie Sa,,N,74,80,47,85,9,48,41,,"4,136","3,407",12.30,0,36.1,13.8,,Anil Daka,,
SKAB SS,Skanska Ab,,N,75,69,51,77,64,91,47,,"9,183","8,716",53.63,0,0.5,14.7,,Alaina Anderson,,
RBA,Ritchie Bros Auctioneers Inc,,N,75,43,68,86,87,71,71,Yes,"3,043","3,037",21.00,0,-15.4,24.6,,Anil Daka,,
G1A GR,Gea Group Ag,,N,75,42,72,88,73,45,63,Yes,"8,717","8,012",61.15,0,4.2,18.2,,Andrew Siepker,,
144 HK,China Merchants Port Holdings Co Ltd,Yes,N,75,82,73,25,44,75,25,,"9,707","3,702",14.78,0,26.3,14.3,,Andrew Siepker,,
300124 CH,Shenzhen Inovance Technology Co Ltd,,N,76,29,99,60,30,12,16,,"6,455","4,444",32.65,0,28.1,29.9,,Anil Daka,,
KJC IN,Kajaria Ceramics Ltd,,O,76,15,97,85,46,15,46,,"1,585",792,2.33,0,49.9,28.7,,Bryan Shea,,
IQCD QD,Industries Qatar Qsc,Yes,N,77,28,69,99,82,66,45,Yes,"15,487","7,589",3.67,0,-11.1,13.3,,William DeAllaume,,
RCF FP,Teleperformance,,O,77,64,66,89,23,23,17,,"7,984","7,824",24.61,0,36.7,18.0,,Anil Daka,,
SYD AU,Sydney Airport,,N,77,63,96,26,28,67,52,,"12,631","12,467",43.45,0,27.0,39.3,,Andrew Siepker,,
DBL IN,Dilip Buildcon Ltd,,O,78,92,78,14,13,28,60,,"1,216",239,3.40,0,133.7,16.5,,Bryan Shea,,
1590 TT,Airtac International Group,,O,78,73,98,13,10,4,34,,"2,477","1,659",9.35,0,72.8,20.5,,Taylor Cope,,
SM PM,Sm Investments Corp,,N,79,56,86,71,43,46,25,,"19,342","8,929",5.61,0,22.0,24.2,,Alaina Anderson,,
ENGR IN,Engineers India Ltd,,NO,79,51,89,83,27,32,63,,"1,574",638,5.94,0,13.6,20.4,,Taylor Cope,,
3311 HK,China State Construction International Holdings Ltd,,NO,79,86,41,69,58,28,20,,"6,652","2,443",13.77,0,8.8,7.8,,Alaina Anderson,,
257 HK,China Everbright International Ltd,,N,80,92,75,8,72,8,18,,"6,060","3,225",11.06,0,16.0,11.3,,William DeAllaume,,
EMBR3 BZ,Embraer Sa,,N,81,94,39,37,74,47,36,,"4,022","3,539",14.32,0,2.2,11.2,,Anil Daka,,
ESC IN,Escorts Ltd,,NO,81,74,94,50,5,8,80,,"1,147",536,20.21,0,138.5,14.3,,Greg Scolaro,,
2208 HK,Xinjiang Goldwind Science & Technology Co Ltd,Yes,N,81,82,35,80,88,52,69,Yes,"5,815",672,2.88,0,-8.6,7.6,,Greg Scolaro,,
JCI,Johnson Controls International Plc,Yes,N,81,78,68,71,52,87,29,,"36,009","35,793",218.16,0,-2.6,13.0,,Anil Daka,,
6324 JP,Harmonic Drive Systems Inc,Yes,O,82,39,100,38,16,79,57,,"4,013","1,047",10.82,0,72.0,46.4,,Taylor Cope,,
AIAE IN,Aia Engineering Ltd,,O,82,32,93,97,34,28,31,Yes,"2,036",582,1.48,0,19.1,21.9,,Greg Scolaro,,
SAABB SS,Saab Ab,,NO,82,71,77,91,10,23,40,,"4,921","2,706",19.06,0,25.6,18.7,,Anil Daka,,
LT IN,Larsen & Toubro Ltd,Yes,N,82,88,81,36,18,35,24,,"24,409","16,694",53.71,0,36.6,20.3,,Alaina Anderson,,
VGRD IN,V-Guard Industries Ltd,,N,82,19,99,94,18,20,46,,"1,196",317,3.60,0,76.7,34.8,,Greg Scolaro,,
AMRJ IN,Amara Raja Batteries Ltd,,N,82,15,89,99,80,42,37,Yes,"2,020",968,5.35,0,2.7,20.1,,Taylor Cope,,
GET FP,Groupe Eurotunnel Se,,N,82,79,90,32,29,43,58,,"6,310","6,120",28.39,0,18.5,37.2,,Anil Daka,,
9064 JP,Yamato Holdings Co Ltd,Yes,N,83,59,70,95,62,38,71,,"8,291","6,885",35.66,0,-0.1,24.4,,Andrew Siepker,,
WEGE3 BZ,Weg Sa,Yes,O,83,42,91,93,46,71,46,Yes,"10,669","3,881",9.71,0,26.4,23.7,,Andrew Siepker,,
KEP SP,Keppel Corp Ltd,Yes,N,85,83,54,92,32,75,62,,"8,389","8,382",12.84,0,22.6,12.3,,Andrew Siepker,,
1157 HK,Zoomlion Heavy Industry Science And Technology Co Ltd,,O,85,97,53,29,60,88,95,,"5,153",688,6.62,0,17.8,24.7,,Greg Scolaro,,
POS AV,Porr Ag,,N,87,88,58,78,74,42,53,,"1,022",399,2.16,0,-12.0,8.8,,Alaina Anderson,,
VOLARA MM,Controladora Vuela Cia De Aviacion Sab De Cv,,N,87,68,87,69,81,77,,,"1,309",848,4.35,0,-9.9,13.9,,Greg Scolaro,,
AIA NZ,Auckland International Airport Ltd,,N,88,68,97,54,44,49,5,,"6,060","4,691",5.26,0,19.8,30.5,,Anil Daka,,
WSKT IJ,Waskita Karya Persero Tbk Pt,,N,88,91,76,28,91,11,58,,"2,319",788,2.58,0,-4.5,10.1,,Bryan Shea,,
BDE IN,Blue Dart Express Ltd,Yes,N,88,16,100,93,57,34,55,,"1,509",377,0.70,0,3.8,42.3,,Greg Scolaro,,
RAPT4 BZ,Randon Sa Implementos E Participacoes,,N,88,81,75,84,51,92,87,,613,331,2.18,0,61.5,17.5,,Greg Scolaro,,
AL IN,Ashok Leyland Ltd,,N,89,94,80,43,35,66,73,,"4,579","2,614",21.06,0,46.6,17.4,,Anil Daka,,
GE,General Electric Co,Yes,N,89,72,73,87,92,81,38,Yes,"212,985","212,782","1,039.52",0,-17.9,14.3,,Andrew Siepker,,
ASTRA IN,Astral Polytechnik Ltd,,O,90,48,100,66,12,13,38,,"1,203",352,1.17,0,68.6,31.3,,Bryan Shea,,
WIKA IJ,Wijaya Karya Persero Tbk Pt,,N,90,97,72,16,93,49,60,,"1,351",472,2.54,0,-10.1,11.5,,Bryan Shea,,
TCL AU,Transurban Group,,N,91,74,92,89,25,19,81,,"19,505","19,487",55.33,0,24.9,47.9,,Andrew Siepker,,
POMO4 BZ,Marcopolo Sa,,N,91,89,75,72,72,96,86,,"1,014",588,4.06,0,22.1,21.1,,Greg Scolaro,,
ZC FP,Zodiac Aerospace,Yes,N,92,86,90,65,58,27,76,,"8,335","7,024",27.69,0,24.9,25.6,,Anil Daka,,
699 HK,Car Inc,,N,93,87,51,97,87,67,89,Yes,"2,012","1,151",4.44,0,-9.0,15.7,,Taylor Cope,,
MRO LN,Melrose Industries Plc,,N,93,95,90,60,13,15,72,,"5,788","5,471",36.90,0,25.7,19.8,,Anil Daka,,
UNIQ TB,Unique Engineering & Construction Pcl,,N,94,91,81,77,72,45,75,,585,296,4.72,0,2.8,17.1,,Bryan Shea,,
STEC TB,Sino-Thai Engineering & Construction Pcl,,N,94,77,95,86,58,16,71,,"1,158",431,6.60,0,4.5,22.9,,Bryan Shea,,
2357 HK,Avichina Industry & Technology Co Ltd,,N,94,92,59,89,95,29,62,Yes,"3,476","1,211",6.31,0,-10.0,15.4,,Anil Daka,,
047810 KS,Korea Aerospace Industries Ltd,Yes,N,99,94,82,98,90,68,79,Yes,"3,503","1,839",60.14,0,-17.7,15.2,,Anil Daka,,
RAIL3 BZ,Rumo Sa,,NO,100,99,94,94,21,26,96,,"4,389","2,800",21.62,0,19.6,46.7,,Anil Daka,,
600372 CH,China Avionics Systems Co Ltd,,N,100,92,100,70,96,27,80,Yes,"4,395","1,016",20.94,0,-10.4,42.2,,Anil Daka,,
600038 CH,Avic Helicopter Co Ltd,,N,100,91,99,91,83,22,66,Yes,"3,999","1,507",41.49,0,-4.0,37.4,,Anil Daka,,
300024 CH,Siasun Robot & Automation Co Ltd,,N,100,96,100,87,95,17,57,Yes,"5,112","3,130",52.71,0,-4.9,58.2,,Anil Daka,,
,,,,36,30,59,42,25,46,42,,,,,,38.9,,,,,
265520 KS,Advanced Process Systems Corp,,O,,,,,,,60,,510,388,10.23,0,7.2,7.8,,Greg Scolaro,,
2354 JP,Yaskawa Information Systems Corp,,NO,,,,,64,57,,,112,112,,,-22.1,,,Quant Intl,,
591 HK,China High Precision Automation Group Ltd,,N,,71,,,,,,,,,,,,,,Taylor Cope,,
6456 TT,General Interface Solution Holding Ltd,,NO,1,20,42,1,3,5,90,,"3,585","2,152",99.07,0,234.3,12.6,,Greg Scolaro,,
BESI NA,Be Semiconductor Industries Nv,,N,1,11,58,1,1,30,92,,"2,578","2,444",18.99,0,99.3,15.9,,Drew Buckley,,
